index	label	sentence
131038	0	amount: 0.35391405 in_out: 0 2-gram: 0 3-gram: 0 4-gram: 0 5-gram: 0.
94043	1	amount: 0.4654614641 in_out: 0 2-gram: 15543 3-gram: 217493 4-gram: 249461 5-gram: 442666  amount: 0.5 in_out: 0 2-gram: 31968 3-gram: 225173 4-gram: 247190 5-gram: 364569  amount: 0.69 in_out: 0 2-gram: 10764 3-gram: 45582 4-gram: 61125 5-gram: 263075  amount: 0.5 in_out: 0 2-gram: 0 3-gram: 0 4-gram: 0 5-gram: 0  amount: 0.5 in_out: 0 2-gram: 117379 3-gram: 0 4-gram: 0 5-gram: 0  amount: 1.0 in_out: 0 2-gram: 107716 3-gram: 118480 4-gram: 153298 5-gram: 168841  amount: 1.5626 in_out: 0 2-gram: 193205 3-gram: 215222 4-gram: 332601 5-gram: 0  amount: 0.76976024 in_out: 0 2-gram: 22017 3-gram: 139396 4-gram: 0 5-gram: 0  amount: 7.4757427041 in_out: 1 2-gram: 207367 3-gram: 315083 4-gram: 325847 5-gram: 360665  amount: 0.5 in_out: 0 2-gram: 34818 3-gram: 50361 4-gram: 252311 5-gram: 284279  amount: 0.99 in_out: 0 2-gram: 201950 3-gram: 233918 4-gram: 427123 5-gram: 449140.
279133	1	amount: 0.005 in_out: 0 2-gram: 0 3-gram: 0 4-gram: 0 5-gram: 0  amount: 0.0 in_out: 1 2-gram: 152 3-gram: 0 4-gram: 0 5-gram: 0.
814982	1	amount: 35.1165218300381 in_out: 0 2-gram: 0 3-gram: 0 4-gram: 0 5-gram: 0  amount: 10.345 in_out: 1 2-gram: 1250 3-gram: 3625 4-gram: 4080 5-gram: 4244  amount: 10.3 in_out: 1 2-gram: 437 3-gram: 639 4-gram: 0 5-gram: 0  amount: 29.999139 in_out: 0 2-gram: 164 3-gram: 613 4-gram: 1087 5-gram: 1524  amount: 4.063 in_out: 1 2-gram: 449 3-gram: 923 4-gram: 1360 5-gram: 1562  amount: 10.45 in_out: 1 2-gram: 474 3-gram: 911 4-gram: 1113 5-gram: 0  amount: 10.3 in_out: 1 2-gram: 202 3-gram: 0 4-gram: 0 5-gram: 0  amount: 8.93174278 in_out: 1 2-gram: 2375 3-gram: 2830 4-gram: 2994 5-gram: 3443  amount: 10.719 in_out: 1 2-gram: 455 3-gram: 619 4-gram: 1068 5-gram: 1542.
1408745	0	amount: 0.0 in_out: 1 2-gram: 141 3-gram: 3448 4-gram: 3571 5-gram: 852657  amount: 0.0 in_out: 1 2-gram: 123 3-gram: 849209 4-gram: 0 5-gram: 0  amount: 0.0 in_out: 1 2-gram: 849086 3-gram: 0 4-gram: 0 5-gram: 0  amount: 0.0 in_out: 1 2-gram: 0 3-gram: 0 4-gram: 0 5-gram: 0  amount: 0.0 in_out: 1 2-gram: 3307 3-gram: 3430 4-gram: 852516 5-gram: 0.
434684	1	amount: 9.676585762134376 in_out: 0 2-gram: 0 3-gram: 0 4-gram: 0 5-gram: 0  amount: 0.177564 in_out: 0 2-gram: 114 3-gram: 0 4-gram: 0 5-gram: 0.
666485	1	amount: 0.1 in_out: 0 2-gram: 4279568 3-gram: 4280712 4-gram: 4281126 5-gram: 4284138  amount: 5.75 in_out: 1 2-gram: 2170 3-gram: 3791 4-gram: 0 5-gram: 0  amount: 0.24739386 in_out: 1 2-gram: 695 3-gram: 2865 4-gram: 4486 5-gram: 0  amount: 6.2 in_out: 0 2-gram: 3012 3-gram: 3707 4-gram: 5877 5-gram: 7498  amount: 0.0 in_out: 1 2-gram: 47 3-gram: 135 4-gram: 4279703 5-gram: 4280847  amount: 1.0 in_out: 0 2-gram: 0 3-gram: 0 4-gram: 0 5-gram: 0  amount: 0.0965716 in_out: 1 2-gram: 4616437 3-gram: 4616484 4-gram: 4616572 5-gram: 8896140  amount: 0.09916 in_out: 1 2-gram: 1144 3-gram: 1558 4-gram: 4570 5-gram: 5265  amount: 0.0 in_out: 1 2-gram: 88 3-gram: 4279656 4-gram: 4280800 5-gram: 4281214  amount: 5.0 in_out: 0 2-gram: 1621 3-gram: 0 4-gram: 0 5-gram: 0  amount: 6.1 in_out: 1 2-gram: 414 3-gram: 3426 4-gram: 4121 5-gram: 6291.
1887460	0	amount: 0.0 in_out: 1 2-gram: 27336 3-gram: 0 4-gram: 0 5-gram: 0  amount: 0.0 in_out: 1 2-gram: 0 3-gram: 0 4-gram: 0 5-gram: 0.
548747	1	amount: 0.0 in_out: 1 2-gram: 574 3-gram: 5516637 4-gram: 5533616 5-gram: 8219121  amount: 0.0 in_out: 1 2-gram: 106 3-gram: 223 4-gram: 392 5-gram: 88449  amount: 0.010809617 in_out: 0 2-gram: 0 3-gram: 0 4-gram: 0 5-gram: 0  amount: 0.0 in_out: 1 2-gram: 169 3-gram: 88226 4-gram: 88952 5-gram: 1796030  amount: 0.010937716 in_out: 0 2-gram: 213143 3-gram: 517958 4-gram: 534620 5-gram: 543187  amount: 0.0 in_out: 1 2-gram: 25627 3-gram: 26355 4-gram: 26562 5-gram: 26843  amount: 0.0 in_out: 1 2-gram: 281 3-gram: 506 4-gram: 706 5-gram: 13117  amount: 0.7638420716657 in_out: 0 2-gram: 5516063 3-gram: 5533042 4-gram: 8218547 5-gram: 8282049  amount: 0.0 in_out: 1 2-gram: 499 3-gram: 778 4-gram: 978 5-gram: 1338  amount: 0.008215639 in_out: 0 2-gram: 298 3-gram: 833 4-gram: 3017 5-gram: 3224  amount: 0.007 in_out: 1 2-gram: 1611 3-gram: 690995 4-gram: 1487269 5-gram: 1712100  amount: 0.0 in_out: 1 2-gram: 1707078 3-gram: 1835526 4-gram: 2420553 5-gram: 2420596  amount: 0.00283105 in_out: 0 2-gram: 128448 3-gram: 713475 4-gram: 713518 5-gram: 713563  amount: 0.0 in_out: 1 2-gram: 728 3-gram: 935 4-gram: 1216 5-gram: 1441  amount: 0.0 in_out: 1 2-gram: 366 3-gram: 696 4-gram: 881 5-gram: 1134  amount: 0.014067492 in_out: 0 2-gram: 41718 3-gram: 42669 4-gram: 255812 5-gram: 560627  amount: 0.0 in_out: 1 2-gram: 207 3-gram: 488 4-gram: 713 5-gram: 913  amount: 0.0 in_out: 1 2-gram: 79 3-gram: 233 4-gram: 25860 5-gram: 26588  amount: 0.0 in_out: 1 2-gram: 433 3-gram: 539 4-gram: 656 5-gram: 825  amount: 0.0 in_out: 1 2-gram: 45 3-gram: 619 4-gram: 5516682 5-gram: 5533661  amount: 0.01 in_out: 1 2-gram: 124614 3-gram: 208944 4-gram: 256364 5-gram: 256524  amount: 0.0 in_out: 1 2-gram: 12411 3-gram: 12857 4-gram: 13356 5-gram: 13635  amount: 0.0 in_out: 1 2-gram: 330 3-gram: 763 4-gram: 869 5-gram: 986  amount: 0.0 in_out: 1 2-gram: 163 3-gram: 266 4-gram: 632 5-gram: 962  amount: 0.105 in_out: 1 2-gram: 73696 3-gram: 75307 4-gram: 764691 5-gram: 1560965  amount: 0.009 in_out: 1 2-gram: 689384 3-gram: 1485658 4-gram: 1710489 5-gram: 1835103  amount: 0.0 in_out: 1 2-gram: 492 3-gram: 678 4-gram: 972 5-gram: 1133  amount: 0.002 in_out: 1 2-gram: 37644 3-gram: 37783 4-gram: 37946 5-gram: 38049  amount: 0.0 in_out: 1 2-gram: 43 3-gram: 88 4-gram: 662 5-gram: 5516725  amount: 0.0 in_out: 1 2-gram: 163 3-gram: 378 4-gram: 870 5-gram: 1056  amount: 0.0 in_out: 1 2-gram: 225 3-gram: 425 4-gram: 12836 5-gram: 13282  amount: 1.1273654392097354 in_out: 0 2-gram: 1563 3-gram: 2917 4-gram: 10817 5-gram: 11115  amount: 0.2 in_out: 1 2-gram: 224831 3-gram: 349445 4-gram: 433775 5-gram: 481195  amount: 0.042472519 in_out: 0 2-gram: 566 3-gram: 124870 4-gram: 130866 5-gram: 140057  amount: 0.0 in_out: 1 2-gram: 446 3-gram: 945 4-gram: 1224 5-gram: 1424  amount: 0.0 in_out: 1 2-gram: 185 3-gram: 438 4-gram: 601 5-gram: 816  amount: 0.487 in_out: 1 2-gram: 63502 3-gram: 344260 4-gram: 417956 5-gram: 419567  amount: 0.010825091 in_out: 0 2-gram: 15113 3-gram: 17426 4-gram: 0 5-gram: 0  amount: 0.005923689646233784 in_out: 0 2-gram: 535 3-gram: 2719 4-gram: 2926 5-gram: 163121  amount: 0.0 in_out: 1 2-gram: 330 3-gram: 515 4-gram: 768 5-gram: 931  amount: 0.077653712 in_out: 0 2-gram: 9191 3-gram: 9843 4-gram: 51561 5-gram: 52512  amount: 0.06362256 in_out: 0 2-gram: 652 3-gram: 42370 4-gram: 43321 5-gram: 256464  amount: 0.2 in_out: 0 2-gram: 124304 3-gram: 130300 4-gram: 139491 5-gram: 140143  amount: 0.8 in_out: 1 2-gram: 585027 3-gram: 585070 4-gram: 585115 5-gram: 585689  amount: 0.0 in_out: 1 2-gram: 253 3-gram: 416 4-gram: 631 5-gram: 1123  amount: 0.0 in_out: 1 2-gram: 117 3-gram: 286 4-gram: 88343 5-gram: 89069  amount: 0.0 in_out: 1 2-gram: 200 3-gram: 12611 4-gram: 13057 5-gram: 13556  amount: 0.027996788305349456 in_out: 0 2-gram: 259 3-gram: 954 4-gram: 2517 5-gram: 3871  amount: 0.007 in_out: 1 2-gram: 16979 3-gram: 2702484 4-gram: 2765986 5-gram: 3046744  amount: 0.08 in_out: 1 2-gram: 139 3-gram: 302 4-gram: 405 5-gram: 771  amount: 0.010179 in_out: 0 2-gram: 695 3-gram: 2258 4-gram: 3612 5-gram: 11512  amount: 0.0 in_out: 1 2-gram: 466 3-gram: 545 4-gram: 699 5-gram: 26326  amount: 0.017725616 in_out: 0 2-gram: 16662 3-gram: 25229 4-gram: 25488 5-gram: 26183  amount: 0.255 in_out: 1 2-gram: 47420 3-gram: 47580 4-gram: 48146 5-gram: 172450  amount: 0.0 in_out: 1 2-gram: 279 3-gram: 479 4-gram: 839 5-gram: 1168  amount: 0.002982251 in_out: 0 2-gram: 160195 3-gram: 175308 4-gram: 177621 5-gram: 0  amount: 0.008623996612 in_out: 0 2-gram: 2313 3-gram: 0 4-gram: 0 5-gram: 0  amount: 0.0 in_out: 1 2-gram: 161 3-gram: 561 4-gram: 1027 5-gram: 1106  amount: 0.0 in_out: 1 2-gram: 186 3-gram: 480 4-gram: 641 5-gram: 1041  amount: 0.0 in_out: 1 2-gram: 215 3-gram: 707 4-gram: 893 5-gram: 1187  amount: 0.5 in_out: 1 2-gram: 796274 3-gram: 1021105 4-gram: 1145719 5-gram: 1230049  amount: 0.0 in_out: 1 2-gram: 360 3-gram: 689 4-gram: 1019 5-gram: 1452  amount: 0.00249182 in_out: 0 2-gram: 280758 3-gram: 354454 4-gram: 356065 5-gram: 1045449  amount: 0.02 in_out: 0 2-gram: 84330 3-gram: 131750 4-gram: 131910 5-gram: 132476  amount: 0.0 in_out: 1 2-gram: 88057 3-gram: 88783 4-gram: 1795861 5-gram: 1924309  amount: 0.006458914 in_out: 0 2-gram: 207 3-gram: 160402 4-gram: 175515 5-gram: 177828  amount: 0.0 in_out: 1 2-gram: 154 3-gram: 25781 4-gram: 26509 5-gram: 26716  amount: 0.02 in_out: 1 2-gram: 2685505 3-gram: 2749007 4-gram: 3029765 5-gram: 3103461  amount: 0.27 in_out: 0 2-gram: 5996 3-gram: 15187 4-gram: 15839 5-gram: 57557  amount: 0.4 in_out: 1 2-gram: 304815 3-gram: 321477 4-gram: 330044 5-gram: 330303  amount: 0.025802634 in_out: 0 2-gram: 160 3-gram: 726 4-gram: 125030 5-gram: 131026  amount: 0.02147343753972828 in_out: 0 2-gram: 8567 3-gram: 8826 4-gram: 9521 5-gram: 11084  amount: 0.04580230225 in_out: 0 2-gram: 1354 3-gram: 9254 4-gram: 9552 5-gram: 10087  amount: 0.0 in_out: 1 2-gram: 200 3-gram: 560 4-gram: 889 5-gram: 1219  amount: 0.0 in_out: 1 2-gram: 726 3-gram: 1707804 4-gram: 1836252 5-gram: 2421279  amount: 0.0 in_out: 1 2-gram: 400 3-gram: 866 4-gram: 945 5-gram: 1099  amount: 0.0 in_out: 1 2-gram: 294 3-gram: 455 4-gram: 855 5-gram: 1321  amount: 0.0 in_out: 1 2-gram: 329 3-gram: 659 4-gram: 1092 5-gram: 1198  amount: 0.017882268 in_out: 0 2-gram: 951 3-gram: 214094 4-gram: 518909 5-gram: 535571  amount: 0.008328328210999998 in_out: 0 2-gram: 7900 3-gram: 8198 4-gram: 8733 5-gram: 10917  amount: 0.094330283 in_out: 0 2-gram: 2184 3-gram: 2391 4-gram: 162586 5-gram: 177699  amount: 0.0 in_out: 1 2-gram: 103 3-gram: 469 4-gram: 799 5-gram: 984.
718123	0	amount: 0.0 in_out: 1 2-gram: 0 3-gram: 0 4-gram: 0 5-gram: 0  amount: 0.0 in_out: 1 2-gram: 7486391 3-gram: 0 4-gram: 0 5-gram: 0  amount: 0.0 in_out: 1 2-gram: 807 3-gram: 7487198 4-gram: 0 5-gram: 0  amount: 0.002 in_out: 0 2-gram: 132587 3-gram: 133394 4-gram: 7619785 5-gram: 0  amount: 0.0 in_out: 1 2-gram: 1055736 3-gram: 1247217 4-gram: 1379804 5-gram: 1380611  amount: 0.0 in_out: 1 2-gram: 191481 3-gram: 324068 4-gram: 324875 5-gram: 7811266.
775347	1	amount: 25.913847650827115 in_out: 0 2-gram: 245 3-gram: 365 4-gram: 444 5-gram: 610  amount: 25.11148009 in_out: 0 2-gram: 54 3-gram: 72 4-gram: 387 5-gram: 433  amount: 25.0 in_out: 1 2-gram: 130 3-gram: 3999790 4-gram: 3999790 5-gram: 4000035  amount: 21.34854297 in_out: 0 2-gram: 315 3-gram: 361 4-gram: 422 5-gram: 549  amount: 25.0 in_out: 1 2-gram: 3999660 3-gram: 3999660 4-gram: 3999905 5-gram: 4000025  amount: 25.0 in_out: 1 2-gram: 614012 3-gram: 4233199 4-gram: 4233329 5-gram: 8232989  amount: 20.994293374 in_out: 0 2-gram: 0 3-gram: 245 4-gram: 365 5-gram: 444  amount: 11.56258632 in_out: 0 2-gram: 166 3-gram: 220 4-gram: 238 5-gram: 553  amount: 11.943929 in_out: 0 2-gram: 18 3-gram: 333 4-gram: 379 5-gram: 440  amount: 16.83394422 in_out: 0 2-gram: 61 3-gram: 188 4-gram: 0 5-gram: 0  amount: 0.51581717 in_out: 0 2-gram: 0 3-gram: 0 4-gram: 0 5-gram: 0  amount: 15.52676703 in_out: 0 2-gram: 46 3-gram: 107 4-gram: 234 5-gram: 0  amount: 21.518500899 in_out: 0 2-gram: 127 3-gram: 0 4-gram: 0 5-gram: 0  amount: 7.90583812 in_out: 0 2-gram: 79 3-gram: 245 4-gram: 299 5-gram: 317  amount: 25.0 in_out: 1 2-gram: 3619187 3-gram: 3619317 4-gram: 7618977 5-gram: 7618977  amount: 0.593139 in_out: 0 2-gram: 120 3-gram: 199 4-gram: 365 5-gram: 419.
713312	0	amount: 0.23 in_out: 0 2-gram: 0 3-gram: 0 4-gram: 0 5-gram: 0.
2145308	0	amount: 0.0 in_out: 1 2-gram: 0 3-gram: 0 4-gram: 0 5-gram: 0.
2553235	0	amount: 0.0 in_out: 1 2-gram: 0 3-gram: 0 4-gram: 0 5-gram: 0.
1286388	0	amount: 0.06052069 in_out: 0 2-gram: 0 3-gram: 0 4-gram: 0 5-gram: 0.
2560326	0	amount: 20.572471431 in_out: 1 2-gram: 0 3-gram: 0 4-gram: 0 5-gram: 0.
1056504	0	amount: 0.0 in_out: 1 2-gram: 0 3-gram: 0 4-gram: 0 5-gram: 0.
1818898	0	amount: 0.0 in_out: 1 2-gram: 47330 3-gram: 310195 4-gram: 311404 5-gram: 312024  amount: 0.0 in_out: 1 2-gram: 1209 3-gram: 1829 4-gram: 0 5-gram: 0  amount: 0.0 in_out: 1 2-gram: 620 3-gram: 0 4-gram: 0 5-gram: 0  amount: 0.0 in_out: 1 2-gram: 0 3-gram: 0 4-gram: 0 5-gram: 0  amount: 0.0 in_out: 1 2-gram: 262865 3-gram: 264074 4-gram: 264694 5-gram: 0  amount: 1.692294656 in_out: 1 2-gram: 5371184 3-gram: 5418514 4-gram: 5681379 5-gram: 5682588.
279136	1	amount: 4.44914676 in_out: 0 2-gram: 0 3-gram: 0 4-gram: 0 5-gram: 0  amount: 4.44671076 in_out: 1 2-gram: 158 3-gram: 0 4-gram: 0 5-gram: 0.
1572617	0	amount: 0.02 in_out: 0 2-gram: 0 3-gram: 0 4-gram: 0 5-gram: 0.
468855	0	amount: 0.13089158535373804 in_out: 0 2-gram: 0 3-gram: 0 4-gram: 0 5-gram: 0  amount: 0.9110228625463301 in_out: 0 2-gram: 524573 3-gram: 0 4-gram: 0 5-gram: 0.
