index	label	sentence
12468	1	amount: 0.02912 in_out: 0 2-gram: 0 3-gram: 0 4-gram: 0 5-gram: 0  amount: 0.0 in_out: 1 2-gram: 755 3-gram: 0 4-gram: 0 5-gram: 0  amount: 0.01928033 in_out: 1 2-gram: 77 3-gram: 832 4-gram: 0 5-gram: 0.
19751	1	amount: 0.3 in_out: 0 2-gram: 0 3-gram: 0 4-gram: 0 5-gram: 0  amount: 0.6 in_out: 0 2-gram: 34679 3-gram: 0 4-gram: 0 5-gram: 0  amount: 0.45 in_out: 1 2-gram: 3038 3-gram: 37717 4-gram: 0 5-gram: 0  amount: 0.3 in_out: 0 2-gram: 21543 3-gram: 24581 4-gram: 59260 5-gram: 0  amount: 0.3 in_out: 0 2-gram: 64199 3-gram: 85742 4-gram: 88780 5-gram: 123459  amount: 0.3 in_out: 0 2-gram: 8695 3-gram: 72894 4-gram: 94437 5-gram: 97475  amount: 0.3 in_out: 0 2-gram: 4278 3-gram: 12973 4-gram: 77172 5-gram: 98715  amount: 0.6 in_out: 0 2-gram: 4164 3-gram: 8442 4-gram: 17137 5-gram: 81336  amount: 0.6 in_out: 0 2-gram: 14688 3-gram: 18852 4-gram: 23130 5-gram: 31825  amount: 0.3 in_out: 0 2-gram: 16601 3-gram: 31289 4-gram: 35453 5-gram: 39731  amount: 0.1914 in_out: 0 2-gram: 87479 3-gram: 104080 4-gram: 118768 5-gram: 122932  amount: 1.44 in_out: 1 2-gram: 51088 3-gram: 138567 4-gram: 155168 5-gram: 169856  amount: 0.2 in_out: 0 2-gram: 3373 3-gram: 54461 4-gram: 141940 5-gram: 158541  amount: 0.6 in_out: 0 2-gram: 27650 3-gram: 31023 4-gram: 82111 5-gram: 169590.
123530	0	amount: 0.00017 in_out: 0 2-gram: 0 3-gram: 0 4-gram: 0 5-gram: 0  amount: 0.0 in_out: 1 2-gram: 22864 3-gram: 0 4-gram: 0 5-gram: 0  amount: 2.301724e-05 in_out: 1 2-gram: 12372 3-gram: 35236 4-gram: 0 5-gram: 0.
134267	0	amount: 1.63487777 in_out: 0 2-gram: 0 3-gram: 0 4-gram: 0 5-gram: 0  amount: 0.63451777 in_out: 1 2-gram: 27 3-gram: 0 4-gram: 0 5-gram: 0  amount: 0.97011535 in_out: 1 2-gram: 22220232 3-gram: 22220259 4-gram: 0 5-gram: 0  amount: 0.027705 in_out: 1 2-gram: 241318 3-gram: 22461550 4-gram: 22461577 5-gram: 0  amount: 0.00172049 in_out: 1 2-gram: 48780817 3-gram: 49022135 4-gram: 71242367 5-gram: 71242394.
112117	0	amount: 0.003816 in_out: 0 2-gram: 0 3-gram: 0 4-gram: 0 5-gram: 0  amount: 0.0 in_out: 1 2-gram: 2136 3-gram: 0 4-gram: 0 5-gram: 0  amount: 0.0020583864 in_out: 1 2-gram: 681366 3-gram: 683502 4-gram: 0 5-gram: 0.
107607	0	amount: 0.03089 in_out: 0 2-gram: 0 3-gram: 0 4-gram: 0 5-gram: 0  amount: 0.019421101751751716 in_out: 1 2-gram: 4182 3-gram: 0 4-gram: 0 5-gram: 0  amount: 0.01450289 in_out: 0 2-gram: 8998659 3-gram: 9002841 4-gram: 0 5-gram: 0  amount: 0.0 in_out: 1 2-gram: 242 3-gram: 8998901 4-gram: 9003083 5-gram: 0.
43668	1	amount: 1.971724480360733 in_out: 0 2-gram: 0 3-gram: 0 4-gram: 0 5-gram: 0  amount: 3.083260556063152 in_out: 0 2-gram: 48682 3-gram: 0 4-gram: 0 5-gram: 0  amount: 1.6505915615367963 in_out: 0 2-gram: 76932 3-gram: 125614 4-gram: 0 5-gram: 0  amount: 0.11238137989598318 in_out: 0 2-gram: 17539 3-gram: 94471 4-gram: 143153 5-gram: 0  amount: 0.5719834670008616 in_out: 0 2-gram: 3826 3-gram: 21365 4-gram: 98297 5-gram: 146979  amount: 7.389 in_out: 1 2-gram: 161644 3-gram: 165470 4-gram: 183009 5-gram: 259941  amount: 0.1 in_out: 0 2-gram: 237 3-gram: 161881 4-gram: 165707 5-gram: 183246  amount: 0.0 in_out: 1 2-gram: 48 3-gram: 285 4-gram: 161929 5-gram: 165755  amount: 0.0 in_out: 1 2-gram: 111 3-gram: 159 4-gram: 396 5-gram: 162040  amount: 0.0 in_out: 1 2-gram: 30 3-gram: 141 4-gram: 189 5-gram: 426  amount: 0.0 in_out: 1 2-gram: 93 3-gram: 123 4-gram: 234 5-gram: 282  amount: 0.0 in_out: 1 2-gram: 20 3-gram: 113 4-gram: 143 5-gram: 254  amount: 1.659994066907168 in_out: 1 2-gram: 206748 3-gram: 206768 4-gram: 206861 5-gram: 206891.
124377	0	amount: 0.068 in_out: 0 2-gram: 0 3-gram: 0 4-gram: 0 5-gram: 0  amount: 0.16 in_out: 0 2-gram: 625036 3-gram: 0 4-gram: 0 5-gram: 0  amount: 0.22797879 in_out: 1 2-gram: 8407297 3-gram: 9032333 4-gram: 0 5-gram: 0.
116307	0	amount: 0.00372 in_out: 0 2-gram: 0 3-gram: 0 4-gram: 0 5-gram: 0  amount: 0.003828 in_out: 0 2-gram: 0 3-gram: 0 4-gram: 0 5-gram: 0  amount: 0.003828 in_out: 0 2-gram: 0 3-gram: 0 4-gram: 0 5-gram: 0  amount: 0.003828 in_out: 0 2-gram: 0 3-gram: 0 4-gram: 0 5-gram: 0  amount: 0.0 in_out: 1 2-gram: 72 3-gram: 72 4-gram: 72 5-gram: 72  amount: 0.003 in_out: 1 2-gram: 2459077 3-gram: 2459149 4-gram: 2459149 5-gram: 2459149  amount: 0.00079 in_out: 1 2-gram: 10754065 3-gram: 13213142 4-gram: 13213214 5-gram: 13213214.
135492	0	amount: 0.12 in_out: 0 2-gram: 0 3-gram: 0 4-gram: 0 5-gram: 0  amount: 0.0 in_out: 1 2-gram: 162 3-gram: 0 4-gram: 0 5-gram: 0  amount: 0.118464818972154 in_out: 1 2-gram: 10807 3-gram: 10969 4-gram: 0 5-gram: 0.
111644	0	amount: 0.02 in_out: 0 2-gram: 0 3-gram: 0 4-gram: 0 5-gram: 0  amount: 0.0 in_out: 1 2-gram: 4036 3-gram: 0 4-gram: 0 5-gram: 0  amount: 0.0 in_out: 1 2-gram: 512339 3-gram: 516375 4-gram: 0 5-gram: 0  amount: 0.03 in_out: 0 2-gram: 349478 3-gram: 861817 4-gram: 865853 5-gram: 0  amount: 0.0 in_out: 1 2-gram: 341763 3-gram: 691241 4-gram: 1203580 5-gram: 1207616  amount: 0.0 in_out: 1 2-gram: 1130601 3-gram: 1472364 4-gram: 1821842 5-gram: 2334181  amount: 0.03 in_out: 0 2-gram: 86161 3-gram: 1216762 4-gram: 1558525 5-gram: 1908003  amount: 0.0 in_out: 1 2-gram: 600502 3-gram: 686663 4-gram: 1817264 5-gram: 2159027.
68771	1	amount: 1.0 in_out: 0 2-gram: 0 3-gram: 0 4-gram: 0 5-gram: 0  amount: 30.0 in_out: 0 2-gram: 1597 3-gram: 0 4-gram: 0 5-gram: 0  amount: 30.9995 in_out: 1 2-gram: 602011 3-gram: 603608 4-gram: 0 5-gram: 0.
31478	1	amount: 0.0343909 in_out: 0 2-gram: 0 3-gram: 0 4-gram: 0 5-gram: 0  amount: 1.031727 in_out: 0 2-gram: 180 3-gram: 0 4-gram: 0 5-gram: 0  amount: 1.05 in_out: 1 2-gram: 9745707 3-gram: 9745887 4-gram: 0 5-gram: 0.
98948	0	amount: 0.06967353 in_out: 0 2-gram: 0 3-gram: 0 4-gram: 0 5-gram: 0  amount: 0.12996799 in_out: 0 2-gram: 6252 3-gram: 0 4-gram: 0 5-gram: 0  amount: 0.1840088 in_out: 0 2-gram: 3180 3-gram: 9432 4-gram: 0 5-gram: 0  amount: 0.38003 in_out: 1 2-gram: 7584 3-gram: 10764 4-gram: 17016 5-gram: 0  amount: 8.5589275 in_out: 0 2-gram: 556441 3-gram: 564025 4-gram: 567205 5-gram: 573457  amount: 8.3059999 in_out: 1 2-gram: 1288 3-gram: 557729 4-gram: 565313 5-gram: 568493  amount: 0.1 in_out: 1 2-gram: 2381964 3-gram: 2383252 4-gram: 2939693 5-gram: 2947277  amount: 0.0 in_out: 1 2-gram: 568623 3-gram: 2950587 4-gram: 2951875 5-gram: 3508316  amount: 0.0 in_out: 1 2-gram: 196 3-gram: 568819 4-gram: 2950783 5-gram: 2952071  amount: 2.8555851223004454 in_out: 1 2-gram: 630 3-gram: 826 4-gram: 569449 5-gram: 2951413.
